customer_id,gender,age,tenure,monthly_charges,contract_type,payment_method,churn
40105,Female,49,13,104.13,Month-to-Month,UPI,No
52101,Male,59,16,87.72,Month-to-Month,Debit Card,No
74323,Female,49,13,89.78,Month-to-Month,Credit Card,No
68067,Female,43,20,73.59,One Year,Net Banking,No
59376,Male,68,66,108.52,Month-to-Month,UPI,No
55587,Female,18,47,45.2,One Year,Debit Card,No
46976,Female,59,19,58.11,Month-to-Month,Credit Card,No
77584,Female,19,45,97.76,One Year,Credit Card,No
88477,Male,34,37,69.27,One Year,Debit Card,No
52533,Female,47,54,108.92,One Year,Debit Card,No
11828,Female,56,6,54.64,Month-to-Month,Net Banking,Yes
11917,Male,24,14,56.93,Month-to-Month,Debit Card,No
30618,Male,69,4,108.87,One Year,UPI,Yes
42254,Female,44,55,66.44,Month-to-Month,Credit Card,Yes
57362,Female,26,34,71.61,Month-to-Month,UPI,No
30128,Female,39,27,53.28,Month-to-Month,UPI,No
69383,Female,51,7,47.67,One Year,UPI,No
75545,Male,63,3,85.59,One Year,Credit Card,Yes
92180,Female,66,47,31.98,One Year,Credit Card,No
97958,Male,18,2,107.93,Month-to-Month,Credit Card,Yes
19865,Male,26,25,97.92,Month-to-Month,Debit Card,No
12219,Female,37,60,39.07,Two Year,UPI,No
49809,Female,36,24,89.4,Month-to-Month,Net Banking,Yes
15287,Male,53,15,80.26,Month-to-Month,Debit Card,Yes
44387,Male,57,14,38.45,Month-to-Month,Debit Card,No
18512,Female,62,54,47.32,Month-to-Month,Net Banking,No
11342,Male,21,6,60.9,Month-to-Month,UPI,No
73076,Female,26,18,89.92,Month-to-Month,Net Banking,No
29216,Female,58,20,83.87,Month-to-Month,Credit Card,No
89767,Male,39,62,73.22,Month-to-Month,UPI,No
36614,Male,35,40,96.84,Two Year,Debit Card,Yes
46258,Female,29,39,95.79,Month-to-Month,Credit Card,No
52078,Male,59,52,81.79,Month-to-Month,Credit Card,No
93524,Female,60,32,98.7,One Year,Debit Card,No
22219,Female,56,27,53.43,Two Year,Net Banking,No
10235,Female,26,52,108.12,Month-to-Month,Credit Card,No
52929,Male,23,63,81.49,One Year,Credit Card,No
77444,Female,36,63,102.24,Month-to-Month,UPI,No
18567,Female,65,17,74.63,Month-to-Month,UPI,No
80792,Female,64,49,41.84,Month-to-Month,Debit Card,No
75441,Female,24,23,74.24,Month-to-Month,Debit Card,Yes
94555,Female,33,13,57.11,One Year,Debit Card,Yes
83698,Female,22,23,89.75,Month-to-Month,Net Banking,No
15415,Female,33,57,67.58,Month-to-Month,Credit Card,No
46159,Female,18,62,103.61,One Year,Debit Card,No
53925,Female,68,54,87.81,Month-to-Month,UPI,No
15951,Female,54,20,88.45,Two Year,Credit Card,No
97388,Female,56,52,41.72,Two Year,Debit Card,No
18007,Male,36,23,118.42,Month-to-Month,Credit Card,Yes
51832,Female,54,35,104.17,Two Year,Credit Card,No
68596,Female,34,67,98.9,Month-to-Month,Credit Card,No
40523,Female,43,34,53.02,Month-to-Month,Debit Card,No
98861,Male,39,33,73.56,Month-to-Month,Credit Card,Yes
96740,Female,25,46,33.71,One Year,Credit Card,No
25524,Male,50,45,73.85,One Year,Credit Card,No
29282,Female,19,19,34.59,Month-to-Month,UPI,No
33930,Female,47,15,75.3,Month-to-Month,Debit Card,No
10077,Male,64,66,84.87,Month-to-Month,Net Banking,No
30611,Female,37,39,59.02,Two Year,UPI,No
26984,Male,35,18,69.85,Two Year,Credit Card,No
24060,Male,60,70,107.57,One Year,Credit Card,No
92985,Female,27,59,30.86,One Year,Net Banking,Yes
94056,Female,41,32,99.17,Month-to-Month,Net Banking,No
53303,Female,21,21,37.08,Month-to-Month,UPI,No
69207,Female,54,40,23.67,Month-to-Month,Credit Card,No
85046,Male,21,27,38.56,One Year,Net Banking,No
39287,Male,30,2,96.5,Month-to-Month,UPI,Yes
49711,Female,42,39,60.51,Month-to-Month,Net Banking,Yes
21954,Male,30,56,107.25,Two Year,Credit Card,No
83340,Male,35,13,72.47,One Year,Credit Card,No
82101,Female,41,56,22.23,Month-to-Month,Credit Card,No
81520,Male,19,66,91.67,One Year,Credit Card,Yes
97062,Male,65,56,31.02,Two Year,Debit Card,No
28574,Female,50,28,98.94,Month-to-Month,Debit Card,Yes
19184,Male,36,64,36.81,Month-to-Month,Debit Card,No
29096,Female,26,71,54.54,Month-to-Month,UPI,Yes
77728,Male,45,64,96.13,Month-to-Month,UPI,No
44016,Female,52,56,115.42,One Year,Net Banking,No
21246,Male,56,41,57.14,Month-to-Month,Net Banking,No
55558,Male,27,41,102.94,Month-to-Month,UPI,Yes
28381,Female,18,4,39.08,Month-to-Month,Net Banking,No
46455,Female,59,57,100.72,Month-to-Month,UPI,No
14018,Female,38,30,85.75,Month-to-Month,Debit Card,Yes
21302,Female,26,46,39.27,One Year,UPI,No
77506,Male,64,56,50.25,Month-to-Month,UPI,No
51157,Male,32,31,33.18,One Year,Net Banking,No
64917,Male,52,7,58.3,One Year,Net Banking,Yes
93122,Female,22,54,40.36,Month-to-Month,UPI,No
34519,Male,58,8,84.4,One Year,Credit Card,Yes
97487,Male,39,55,119.45,One Year,Net Banking,No
66819,Female,58,69,21.2,Month-to-Month,UPI,Yes
90910,Female,40,44,74.09,Month-to-Month,Net Banking,No
81324,Male,24,13,77.37,One Year,Credit Card,No
15408,Female,40,20,111.42,Two Year,Net Banking,Yes
69379,Male,61,32,70.6,Month-to-Month,UPI,No
35053,Male,42,60,74.37,Month-to-Month,UPI,No
19446,Female,44,50,67.17,Month-to-Month,Credit Card,Yes
10922,Male,58,27,46.89,Month-to-Month,UPI,No
61356,Female,23,25,25.6,Month-to-Month,Credit Card,No
20789,Female,51,52,60.87,Month-to-Month,UPI,Yes
76656,Male,26,68,25.26,Month-to-Month,UPI,Yes
54028,Male,66,21,75.05,Month-to-Month,Net Banking,No
74484,Male,50,18,50.73,Month-to-Month,Net Banking,No
42154,Female,68,39,73.36,Month-to-Month,Credit Card,Yes
92870,Male,23,15,33.43,Month-to-Month,Net Banking,No
12336,Female,54,53,113.26,Month-to-Month,Debit Card,No
77779,Female,48,38,109.45,One Year,Credit Card,No
29029,Male,51,48,39.0,Two Year,Debit Card,No
69201,Female,58,52,54.34,Month-to-Month,Credit Card,No
42265,Male,46,28,81.35,Month-to-Month,Debit Card,Yes
53872,Male,31,16,29.57,Month-to-Month,Net Banking,No
56197,Male,53,16,55.46,Month-to-Month,Net Banking,No
65180,Male,53,35,45.11,Month-to-Month,UPI,Yes
33710,Male,32,17,111.55,Month-to-Month,Debit Card,Yes
39486,Male,25,52,105.25,One Year,UPI,Yes
81907,Male,43,12,77.98,Month-to-Month,Credit Card,No
81895,Female,53,48,72.03,Month-to-Month,Debit Card,Yes
74435,Male,65,22,113.07,One Year,UPI,No
50631,Female,38,49,113.24,One Year,Credit Card,No
30103,Female,45,52,116.93,Month-to-Month,Debit Card,Yes
74772,Female,21,1,32.54,Month-to-Month,UPI,No
24382,Male,33,66,36.06,Month-to-Month,Debit Card,Yes
94291,Female,39,64,87.67,Month-to-Month,Debit Card,Yes
13756,Female,29,8,74.14,Month-to-Month,UPI,Yes
30609,Male,33,25,21.85,Month-to-Month,Net Banking,No
26478,Male,68,66,26.2,Month-to-Month,Net Banking,No
49666,Female,57,70,108.81,One Year,UPI,No
85683,Male,55,51,106.89,One Year,Credit Card,No
81315,Male,59,53,55.73,Month-to-Month,UPI,Yes
87834,Male,54,15,109.11,Month-to-Month,UPI,Yes
24153,Male,46,50,79.37,Month-to-Month,Debit Card,No
86325,Female,35,71,100.59,Month-to-Month,Net Banking,Yes
22999,Male,27,38,62.74,Month-to-Month,Net Banking,No
65318,Male,59,40,31.34,Two Year,Net Banking,Yes
10814,Male,56,66,63.37,One Year,Net Banking,No
86077,Female,35,39,65.73,Two Year,UPI,No
12443,Female,18,17,75.09,One Year,Debit Card,Yes
85993,Male,56,7,30.56,Two Year,Net Banking,No
85916,Male,38,39,119.14,One Year,Net Banking,No
83319,Female,18,68,44.41,Two Year,Debit Card,Yes
27368,Male,32,35,39.86,Month-to-Month,UPI,No
25328,Male,21,51,72.68,Month-to-Month,UPI,Yes
66942,Female,37,47,73.72,Month-to-Month,UPI,Yes
37306,Male,27,36,63.98,Two Year,Net Banking,Yes
95451,Male,40,64,97.19,Month-to-Month,Net Banking,No
49915,Female,58,13,71.67,Month-to-Month,Net Banking,Yes
47219,Female,51,18,80.97,Month-to-Month,UPI,Yes
90879,Male,63,21,92.37,One Year,Net Banking,No
74644,Female,65,65,22.5,Month-to-Month,Credit Card,No
70279,Male,50,8,77.06,One Year,Debit Card,Yes
63028,Male,51,48,108.42,Two Year,Credit Card,Yes
10126,Male,56,43,21.74,Two Year,Credit Card,No
62329,Female,27,53,60.52,Month-to-Month,Net Banking,No
37632,Female,37,27,112.62,Month-to-Month,Debit Card,No
75310,Male,18,19,55.32,Month-to-Month,Credit Card,Yes
65176,Male,30,23,65.87,Month-to-Month,UPI,No
96066,Female,18,50,118.15,Month-to-Month,UPI,No
54327,Female,22,51,39.93,One Year,UPI,No
78904,Female,33,43,26.53,Month-to-Month,UPI,Yes
13797,Male,32,51,105.94,Two Year,Debit Card,Yes
57882,Female,66,69,106.85,Two Year,UPI,No
23718,Female,45,41,67.21,Month-to-Month,Debit Card,No
44560,Male,48,11,71.42,Two Year,Debit Card,Yes
86589,Male,40,52,103.58,One Year,Debit Card,No
32116,Male,65,23,93.86,Month-to-Month,Debit Card,Yes
46244,Female,62,49,46.51,Month-to-Month,Net Banking,No
11645,Male,60,38,21.69,Month-to-Month,Credit Card,No
57523,Male,34,47,67.97,Month-to-Month,Net Banking,No
29256,Male,66,7,105.89,One Year,Credit Card,Yes
63173,Male,51,66,109.58,Month-to-Month,Net Banking,No
47430,Female,30,62,115.62,One Year,UPI,No
49282,Male,31,29,107.96,Month-to-Month,Debit Card,No
73374,Female,28,38,78.0,Month-to-Month,UPI,No
78244,Female,45,33,64.46,Month-to-Month,UPI,Yes
21694,Female,59,29,97.48,Month-to-Month,UPI,No
66264,Male,49,23,93.98,Month-to-Month,Net Banking,Yes
85060,Female,52,3,73.81,Month-to-Month,UPI,Yes
67545,Male,48,45,28.73,Two Year,Debit Card,No
49224,Male,34,8,112.61,One Year,Debit Card,Yes
23224,Male,64,29,65.56,Month-to-Month,Credit Card,No
50738,Female,26,2,56.33,Month-to-Month,Net Banking,No
35150,Male,27,50,82.96,Month-to-Month,Debit Card,No
73731,Male,25,65,87.38,Month-to-Month,Debit Card,No
59688,Male,38,20,41.07,One Year,Net Banking,Yes
83509,Female,30,52,103.69,One Year,UPI,No
18577,Female,67,37,48.99,One Year,Debit Card,No
18070,Female,22,27,38.67,Month-to-Month,UPI,No
18666,Male,23,47,60.64,Two Year,Debit Card,No
67761,Female,47,6,93.06,Month-to-Month,Credit Card,Yes
46368,Male,48,60,116.55,Two Year,UPI,Yes
16783,Male,34,45,100.93,Month-to-Month,Debit Card,No
51914,Female,28,44,114.03,Month-to-Month,Net Banking,No
80507,Male,37,18,34.06,Month-to-Month,Net Banking,No
89026,Female,65,65,27.12,Month-to-Month,Net Banking,No
77526,Male,26,25,75.77,One Year,Debit Card,No
80835,Female,19,27,49.03,One Year,UPI,No
55765,Male,54,7,102.81,Month-to-Month,Credit Card,Yes
29956,Male,18,44,87.2,One Year,Credit Card,No
97895,Male,21,29,117.07,Month-to-Month,Debit Card,No
56240,Male,53,44,45.48,Month-to-Month,Debit Card,No
47148,Male,42,36,68.58,Two Year,Debit Card,Yes
14757,Female,20,19,70.12,Two Year,UPI,Yes
29097,Male,26,6,43.92,Month-to-Month,Net Banking,Yes
20395,Female,39,25,79.01,Month-to-Month,UPI,Yes
26241,Female,40,31,64.33,Month-to-Month,UPI,Yes
37696,Female,29,9,64.67,One Year,Debit Card,No
80480,Male,27,37,56.27,Two Year,Credit Card,No
56163,Male,51,27,21.69,Month-to-Month,UPI,No
29816,Male,60,13,72.21,One Year,Credit Card,No
59840,Female,27,41,53.52,Month-to-Month,Debit Card,No
62853,Male,47,66,20.13,Month-to-Month,UPI,Yes
34917,Male,39,24,50.79,Two Year,Net Banking,No
31566,Female,23,44,47.86,Month-to-Month,Net Banking,No
85452,Female,67,60,59.34,Month-to-Month,UPI,No
72823,Female,19,9,33.19,One Year,Net Banking,Yes
30806,Female,47,2,70.77,Month-to-Month,UPI,Yes
85520,Female,19,56,89.24,Month-to-Month,Net Banking,No
11759,Female,49,30,83.02,Two Year,Debit Card,Yes
51949,Male,59,22,100.38,One Year,Net Banking,No
12482,Female,33,13,65.2,One Year,Net Banking,Yes
34442,Male,29,71,71.91,Month-to-Month,Debit Card,No
43719,Male,18,16,101.04,Month-to-Month,Debit Card,No
68066,Male,25,45,62.77,Two Year,Net Banking,No
12079,Female,65,65,90.16,Month-to-Month,Credit Card,Yes
12717,Male,67,11,63.46,Month-to-Month,Credit Card,Yes
69676,Female,30,70,61.77,Month-to-Month,UPI,No
37952,Female,32,20,96.02,Month-to-Month,Net Banking,Yes
96444,Male,61,63,37.48,Month-to-Month,UPI,No
52460,Female,25,12,53.86,Two Year,Debit Card,No
82847,Male,27,62,42.42,Two Year,Net Banking,No
99106,Male,63,42,55.91,Month-to-Month,Debit Card,Yes
28449,Female,22,69,43.04,One Year,Net Banking,No
43536,Male,67,58,77.94,Two Year,Net Banking,No
74077,Male,36,5,99.82,One Year,Debit Card,Yes
48258,Male,64,27,98.66,Month-to-Month,Net Banking,No
58302,Female,55,28,56.45,Month-to-Month,Net Banking,No
38865,Male,28,26,118.88,Month-to-Month,UPI,Yes
16645,Female,60,49,79.39,Month-to-Month,Debit Card,Yes
48000,Female,37,21,59.94,Month-to-Month,Credit Card,No
36737,Male,37,1,103.55,Month-to-Month,Credit Card,Yes
21485,Male,38,58,92.99,Month-to-Month,Net Banking,No
48565,Female,35,55,94.93,Month-to-Month,UPI,No
35522,Female,67,26,39.61,Month-to-Month,Net Banking,No
75155,Male,27,25,66.83,Month-to-Month,UPI,Yes
65168,Male,51,33,106.18,One Year,Net Banking,No
62487,Female,43,69,70.4,Month-to-Month,Credit Card,No
22342,Female,47,6,88.35,One Year,Debit Card,Yes
50806,Female,26,23,78.79,Two Year,UPI,Yes
58770,Female,63,30,104.24,One Year,Net Banking,No
88623,Female,68,54,48.46,One Year,Net Banking,No
85629,Male,48,11,77.55,Two Year,UPI,Yes
62603,Female,59,31,32.32,Month-to-Month,UPI,Yes
91974,Female,21,6,89.02,Two Year,Credit Card,Yes
36399,Male,23,11,93.2,One Year,UPI,Yes
95382,Male,31,12,24.28,One Year,Net Banking,No
91244,Female,21,66,87.58,Month-to-Month,Credit Card,No
86534,Female,43,53,61.47,Month-to-Month,Credit Card,No
65106,Male,64,36,32.41,One Year,Debit Card,No
40678,Female,65,17,61.99,One Year,Debit Card,No
86218,Female,56,28,39.42,One Year,Debit Card,Yes
73230,Male,34,22,61.56,Month-to-Month,UPI,No
84055,Female,36,7,58.43,Month-to-Month,Credit Card,Yes
66373,Male,68,15,93.84,Month-to-Month,UPI,No
41480,Male,66,11,97.42,Month-to-Month,Credit Card,Yes
95230,Male,23,24,80.7,Month-to-Month,Net Banking,Yes
78836,Male,46,67,22.27,Month-to-Month,UPI,Yes
82258,Female,28,30,113.1,Month-to-Month,Credit Card,No
49986,Male,33,70,88.62,Month-to-Month,Debit Card,No
34160,Female,47,66,23.42,Month-to-Month,Debit Card,No
95595,Female,42,61,101.88,Two Year,Net Banking,No
89111,Female,57,41,40.03,One Year,UPI,No
74929,Female,28,51,77.92,One Year,Credit Card,No
83506,Female,24,44,66.66,Month-to-Month,Debit Card,Yes
44911,Male,43,13,61.98,One Year,Credit Card,No
97127,Male,39,12,108.97,Month-to-Month,UPI,Yes
41821,Male,42,9,63.74,Two Year,Debit Card,No
85039,Male,36,48,27.53,One Year,Net Banking,No
70535,Female,48,49,114.66,Month-to-Month,Net Banking,No
94458,Male,43,53,112.05,Two Year,UPI,Yes
22175,Female,59,56,88.44,Month-to-Month,UPI,No
64771,Female,58,40,66.79,Month-to-Month,Credit Card,No
96925,Male,53,24,29.29,One Year,Net Banking,No
76358,Male,40,33,99.07,Month-to-Month,UPI,No
27327,Male,64,23,27.55,Month-to-Month,UPI,No
57057,Male,30,54,26.86,One Year,Net Banking,No
16150,Female,42,53,73.74,Month-to-Month,Credit Card,Yes
14425,Female,19,49,36.01,One Year,Credit Card,No
26032,Male,19,49,20.77,Two Year,Net Banking,No
12198,Female,33,60,62.31,Month-to-Month,Net Banking,No
70500,Female,26,65,33.72,Month-to-Month,Net Banking,No
63394,Female,45,32,36.05,Month-to-Month,Net Banking,No
30079,Male,30,21,27.69,Month-to-Month,Net Banking,No
46220,Female,52,18,40.51,Month-to-Month,UPI,Yes
51874,Male,58,60,91.55,Month-to-Month,Debit Card,No
23859,Male,30,13,100.89,Month-to-Month,Net Banking,No
60460,Female,48,24,65.25,Month-to-Month,Debit Card,No
41419,Female,38,30,70.66,One Year,Credit Card,Yes
18705,Male,49,2,23.27,Two Year,UPI,Yes
52880,Female,51,25,26.93,One Year,Debit Card,No
33236,Female,25,50,45.76,Month-to-Month,Credit Card,No
97955,Male,58,14,74.39,Month-to-Month,Credit Card,Yes
95514,Male,65,6,93.96,One Year,Credit Card,Yes
25358,Male,19,30,80.5,Month-to-Month,Net Banking,No
86918,Male,55,30,59.21,Month-to-Month,UPI,No
24596,Female,49,38,31.83,One Year,Credit Card,Yes
43572,Female,57,58,98.08,Month-to-Month,Net Banking,No
88757,Male,45,41,56.38,Month-to-Month,Debit Card,No
11279,Male,54,57,93.61,Two Year,UPI,No
73197,Male,58,36,71.3,Two Year,Debit Card,No
72516,Female,18,64,93.87,Month-to-Month,Debit Card,Yes
17083,Male,58,16,110.73,Month-to-Month,Net Banking,No
27771,Female,27,14,112.1,Month-to-Month,Debit Card,No
39975,Male,21,31,73.51,One Year,UPI,No
55648,Male,52,66,71.15,Month-to-Month,Debit Card,No
58285,Male,27,68,46.57,Month-to-Month,Net Banking,Yes
29063,Female,64,65,113.58,Two Year,Credit Card,No
77642,Female,28,55,65.79,Month-to-Month,Net Banking,No
96143,Female,31,40,32.76,Two Year,Credit Card,No
47599,Male,55,25,63.27,Two Year,Debit Card,Yes
61920,Female,29,25,32.71,Month-to-Month,Credit Card,Yes
38529,Female,62,3,70.25,One Year,Net Banking,Yes
45954,Male,34,69,76.13,Month-to-Month,Net Banking,Yes
37856,Male,33,26,53.78,One Year,UPI,No
12573,Female,52,40,27.17,One Year,UPI,Yes
88344,Female,19,38,114.35,Month-to-Month,Credit Card,No
45367,Female,28,38,97.34,One Year,Credit Card,No
70774,Female,58,68,103.89,One Year,UPI,No
33752,Male,20,7,56.69,Month-to-Month,Debit Card,No
65029,Male,46,30,96.08,Month-to-Month,UPI,No
27685,Male,35,19,68.54,Month-to-Month,Debit Card,No
61693,Female,37,35,40.11,Month-to-Month,Credit Card,No
65961,Female,64,33,32.44,Two Year,Credit Card,No
86908,Male,31,33,54.51,One Year,Net Banking,No
84532,Male,51,38,33.76,Month-to-Month,Net Banking,No
91994,Female,66,10,119.83,Month-to-Month,Debit Card,Yes
66133,Female,48,57,24.92,Month-to-Month,Debit Card,No
71268,Male,57,28,64.11,Month-to-Month,UPI,Yes
48243,Male,59,38,65.21,Month-to-Month,Debit Card,Yes
67384,Male,35,16,50.06,Month-to-Month,Credit Card,Yes
41653,Female,47,21,77.14,Month-to-Month,Credit Card,Yes
36657,Female,42,6,35.0,Two Year,Credit Card,No
49952,Female,36,41,98.39,One Year,Net Banking,No
32180,Female,25,15,53.24,One Year,Debit Card,No
88411,Female,45,3,79.13,Month-to-Month,Debit Card,Yes
11622,Female,25,43,91.56,Two Year,Net Banking,No
58756,Male,48,47,108.9,One Year,Net Banking,No
50809,Male,20,14,103.58,Two Year,Net Banking,No
26725,Female,20,66,80.83,Month-to-Month,Credit Card,No
71396,Male,61,29,58.84,Month-to-Month,Debit Card,No
61226,Female,39,4,70.32,Month-to-Month,UPI,Yes
91182,Male,34,26,96.87,Month-to-Month,UPI,Yes
92565,Female,53,12,107.75,One Year,Debit Card,No
39402,Male,34,2,30.38,Two Year,Debit Card,No
14263,Male,31,17,58.49,Month-to-Month,Net Banking,No
56828,Female,68,35,97.61,Month-to-Month,Net Banking,Yes
57924,Female,26,10,63.17,One Year,Credit Card,Yes
84182,Male,47,43,53.22,Month-to-Month,Net Banking,No
69052,Male,38,21,61.13,One Year,Debit Card,No
21664,Female,29,15,80.28,One Year,Credit Card,No
45737,Male,54,35,119.98,Month-to-Month,UPI,No
99563,Female,49,60,69.3,One Year,Debit Card,No
39373,Female,28,44,40.85,Month-to-Month,UPI,Yes
46397,Male,37,5,36.28,Two Year,Debit Card,No
96145,Female,52,18,24.23,One Year,Debit Card,Yes
48709,Male,64,21,75.88,Two Year,Credit Card,No
71120,Male,63,51,74.46,Month-to-Month,Credit Card,No
29250,Female,28,41,40.52,Month-to-Month,Net Banking,Yes
31172,Male,69,24,89.53,Month-to-Month,Debit Card,No
21555,Female,25,24,94.11,Month-to-Month,Debit Card,No
97410,Female,21,38,45.91,Two Year,Credit Card,Yes
88617,Female,44,44,54.41,Month-to-Month,UPI,Yes
63276,Male,61,57,119.05,One Year,Net Banking,No
67492,Female,57,59,57.43,Month-to-Month,Debit Card,No
63002,Male,55,34,96.08,Month-to-Month,Credit Card,No
99599,Female,64,23,65.27,Two Year,Debit Card,No
82355,Female,47,43,99.33,Month-to-Month,Credit Card,No
34762,Female,61,40,96.9,One Year,Net Banking,No
21046,Male,65,47,86.78,Month-to-Month,UPI,No
38769,Male,65,41,105.48,Two Year,Debit Card,No
63302,Female,44,47,113.92,Month-to-Month,Debit Card,No
33150,Female,38,20,78.0,One Year,Net Banking,No
78247,Male,69,65,43.75,Month-to-Month,UPI,Yes
14853,Male,37,68,59.86,Month-to-Month,Debit Card,Yes
99399,Male,21,24,95.83,Two Year,Net Banking,Yes
31792,Female,28,36,85.09,Two Year,Debit Card,No
69129,Male,30,45,37.78,Month-to-Month,Debit Card,No
84478,Female,26,2,25.12,Month-to-Month,Net Banking,No
77298,Male,21,28,88.3,Month-to-Month,Net Banking,No
41987,Female,29,26,45.11,Month-to-Month,Credit Card,No
25850,Female,26,23,69.97,One Year,Credit Card,No
22112,Female,30,36,94.67,Month-to-Month,Debit Card,Yes
34058,Male,65,6,76.27,Month-to-Month,Net Banking,Yes
55420,Male,43,35,28.33,One Year,UPI,No
48890,Male,55,38,38.56,Month-to-Month,UPI,Yes
76017,Female,59,35,41.93,One Year,Debit Card,No
57304,Female,30,53,45.79,Two Year,Credit Card,No
42921,Male,56,38,76.54,Month-to-Month,Net Banking,Yes
11524,Female,45,59,70.4,One Year,Net Banking,No
25048,Female,36,43,40.32,Month-to-Month,Credit Card,No
45111,Female,41,4,26.76,Month-to-Month,Net Banking,No
47904,Male,36,5,37.14,Month-to-Month,Debit Card,No
64912,Female,66,68,118.44,Month-to-Month,Net Banking,No
44008,Male,30,45,66.85,Month-to-Month,Net Banking,No
10060,Male,30,25,106.73,Month-to-Month,Credit Card,Yes
84666,Male,45,11,104.88,Two Year,Credit Card,Yes
93559,Male,19,29,71.15,One Year,UPI,Yes
65337,Male,27,34,90.67,Two Year,Debit Card,No
23350,Female,39,14,39.28,Month-to-Month,Credit Card,Yes
34354,Male,30,24,88.84,Month-to-Month,Credit Card,No
55186,Male,26,59,47.24,Month-to-Month,Credit Card,No
38145,Male,50,39,103.21,Month-to-Month,Net Banking,No
44020,Female,31,26,28.37,Month-to-Month,Debit Card,Yes
96123,Female,65,43,97.31,One Year,Debit Card,No
85186,Female,37,36,29.99,Month-to-Month,Net Banking,Yes
95469,Female,32,39,108.12,Month-to-Month,Net Banking,No
30581,Male,49,61,50.42,Month-to-Month,Credit Card,No
98929,Male,50,16,85.44,Month-to-Month,UPI,No
33051,Female,34,59,68.75,Month-to-Month,UPI,No
61474,Female,41,6,56.63,Month-to-Month,Debit Card,No
79626,Female,47,56,84.54,One Year,UPI,Yes
16960,Female,30,8,114.75,Month-to-Month,Credit Card,Yes
45772,Male,64,27,24.13,One Year,Net Banking,No
31520,Female,65,71,111.89,Month-to-Month,Debit Card,No
59481,Female,33,27,80.91,Month-to-Month,Debit Card,No
46408,Female,19,46,100.73,One Year,Net Banking,Yes
67134,Female,34,41,58.39,Month-to-Month,UPI,No
30491,Female,49,25,67.18,Month-to-Month,Debit Card,No
11341,Female,60,18,106.89,Two Year,Net Banking,No
54623,Female,25,12,61.48,Month-to-Month,Net Banking,No
10338,Male,69,51,73.47,Month-to-Month,UPI,No
81431,Male,20,39,22.02,One Year,UPI,No
22254,Male,29,10,35.86,One Year,Credit Card,No
61860,Male,37,54,84.17,Month-to-Month,UPI,No
21344,Male,33,29,91.7,Month-to-Month,UPI,Yes
11750,Male,31,41,78.26,Two Year,Net Banking,No
64756,Female,33,9,34.33,Month-to-Month,Debit Card,No
77957,Female,66,63,64.54,Month-to-Month,Net Banking,No
68053,Male,60,37,55.51,Month-to-Month,Credit Card,No
80855,Female,66,14,69.57,Two Year,Net Banking,No
25896,Male,68,39,107.03,Month-to-Month,Credit Card,No
65761,Female,50,40,97.59,One Year,UPI,Yes
72552,Female,47,54,28.4,Month-to-Month,Debit Card,No
87454,Female,29,3,109.03,Month-to-Month,Debit Card,Yes
37935,Female,32,55,67.18,One Year,Net Banking,No
47641,Female,35,33,94.39,Two Year,Debit Card,Yes
39711,Female,45,71,34.0,Month-to-Month,Credit Card,No
80342,Male,40,19,87.07,Month-to-Month,Credit Card,No
22182,Male,31,34,43.63,Two Year,UPI,No
97833,Female,47,50,63.84,One Year,Net Banking,No
66276,Male,50,47,21.69,Month-to-Month,UPI,Yes
29541,Female,62,46,35.16,Month-to-Month,Debit Card,Yes
92310,Male,32,56,29.21,One Year,UPI,No
54813,Female,24,57,43.97,One Year,Debit Card,No
47198,Male,32,51,30.0,Two Year,Credit Card,No
18820,Female,69,54,89.19,Month-to-Month,Net Banking,Yes
34070,Male,59,28,22.9,Month-to-Month,Net Banking,No
79768,Female,63,19,81.77,One Year,UPI,No
21122,Male,55,27,34.07,Month-to-Month,Debit Card,No
90559,Female,63,48,114.52,Month-to-Month,Credit Card,No
83543,Female,61,19,113.31,Month-to-Month,Debit Card,No
93441,Female,28,51,42.55,Month-to-Month,UPI,Yes
51786,Male,46,7,81.44,Month-to-Month,Debit Card,Yes
16737,Male,48,29,22.8,One Year,Credit Card,No
46062,Male,42,43,113.18,One Year,UPI,No
64237,Female,69,69,72.3,Month-to-Month,Credit Card,Yes
61571,Male,41,58,24.32,Month-to-Month,UPI,No
35510,Female,36,8,54.25,Month-to-Month,Net Banking,No
29426,Male,19,42,27.68,One Year,Debit Card,No
47265,Male,39,42,59.29,Month-to-Month,Credit Card,Yes
27850,Male,37,13,86.99,One Year,Credit Card,No
76150,Male,50,26,66.99,Month-to-Month,Debit Card,No
97312,Female,25,18,58.37,Month-to-Month,Credit Card,Yes
99613,Male,42,42,31.92,One Year,Credit Card,No
84910,Male,63,51,44.49,Month-to-Month,Credit Card,No
62375,Female,26,16,30.01,Month-to-Month,Net Banking,No
45435,Female,51,3,100.75,Month-to-Month,Credit Card,Yes
67132,Male,40,45,33.52,Month-to-Month,Net Banking,No
88945,Male,22,22,79.54,Month-to-Month,Debit Card,No
92050,Female,42,23,54.27,Month-to-Month,Net Banking,No
12983,Female,25,59,42.6,One Year,Credit Card,No
30662,Female,33,62,83.95,One Year,Credit Card,Yes
33510,Male,65,68,65.7,One Year,Credit Card,No
88187,Male,62,54,60.01,Month-to-Month,Net Banking,No
50998,Male,69,57,79.29,One Year,UPI,No
66846,Female,32,23,69.13,Month-to-Month,UPI,No
